sample_id,conversation_index,tweet_id,text,label,confidence,notes
136,38612,2708590,"@spotifycares Please help. I'm being charged twice a month, but only have one account. How can I locate the second account that's charging to my visa? I've tried suggestions on your help page and am stumped.",PAYMENT_BILLING,HIGH,Duplicate/unauthorized billing charge.
143,17985,1476027,.@115888 Will there be a user based year in review this year?,FEATURE_REQUEST,HIGH,Requests/asks about a Year in Review feature.
147,26339,1961287,Hi @SpotifyCares My wife’s account appears to have stopped working. She can’t log in at all. Can you advise how we can check it’s active?,ACCOUNT_LOGIN_SECURITY,HIGH,Cannot log in to the account.
151,14224,1156870,@115888 did you know people move. And need to change their address to share family access to premium? Why can't I do that online? KTHXBYE,FAMILY_STUDENT_PLANS,HIGH,Family-plan address/location eligibility issue.
162,35270,2473659,@115888 why is it your system always has problems playing the commercials. I have 100mbs service and it always buffers. Maybe you should go to sound only!,PLAYBACK_ISSUE,HIGH,Commercials themselves are buffering/failing during playback.
164,36816,2578883,Why is Francesca (@99810) - “all I had” not on @115888 ?! @SpotifyCares,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific song is unavailable.
167,32726,2295029,"@115888 Seriously considering switching to Apple Music since yall are too lazy to update your app for the iPhone X, and even bother with Apple Watch support",APP_TECHNICAL_ISSUE,HIGH,Primary complaint is lack of device/app support and optimization.
168,30068,2144223,"Gee, thanks @115888 for randomly deleting my entire library. So pumped to redownload everything all over again",PLAYLIST_LIBRARY,HIGH,Entire music library was deleted.
170,9416,783504,"@SpotifyCares I’ve done that and it’s still just as slow, I’ve uninstalled the app, logged out and back in but the slow speeds remain",APP_TECHNICAL_ISSUE,HIGH,Persistent app performance/slowdown problem.
176,42830,100177,All clear! Everything’s looking good again. Enjoy the tunes.,GENERAL_OTHER,HIGH,"Closing/positive message, not an issue."
177,33266,2316884,"@115888 hi, my account has locked me out &amp; won't let me submit a new password request. Help please!",ACCOUNT_LOGIN_SECURITY,HIGH,Locked account and password-reset problem.
178,32541,2290945,@SpotifyCares help I can't use the share option,APP_TECHNICAL_ISSUE,HIGH,Existing share functionality is not working.
179,14536,1174975,@SpotifyCares I've been dealing with a billing issue for more than an hour now. This entire thing could have been solved in less than 10 minutes.,PAYMENT_BILLING,HIGH,Explicit billing issue.
184,11267,907663,@SpotifyCares hi! I'm in Canada and can't play ANY of @335536's music. I can see all of her songs but can't play. I'm dying. pls help.,MUSIC_CONTENT_AVAILABILITY,HIGH,Artist catalog is visible but unavailable for playback in the region.
186,1155,113827,"@SpotifyCares My Facebook account is no longer active so I am unable to log into new devices, however I am still somehow logged into my account on several devices... how can I log in using my user ID: 1252945587",ACCOUNT_LOGIN_SECURITY,HIGH,Login/access problem caused by unavailable linked Facebook account.
189,30315,2162619,@115888 @116130 @SpotifyCares please please please bring back your year in music for 2017!!!,FEATURE_REQUEST,HIGH,Requests return of the Year in Music feature.
191,14477,1169153,@SpotifyCares I have a premium subscription but Spotify account has changed to free account.Subscription on iPhone states it renews on 11/19,PREMIUM_SUBSCRIPTION,HIGH,Premium account incorrectly changed to Free.
194,34051,2376242,@SpotifyCares still no iPhone X optimized update? Companies with far less resources have had their updates ready for weeks 😕,APP_TECHNICAL_ISSUE,HIGH,iPhone X app optimization issue.
200,41716,2912565,WHY ARE YOU GUYS STILL CHARGING ME I CANCELLED 3 MONTHS AGO @115888 @SpotifyCares,PAYMENT_BILLING,HIGH,Continued billing after cancellation.
203,8371,695465,"@115888 I paid for premium &amp; still hear commercials. You withdrew money from my account, but my spotify account shows no receipt. Now what?",ADS_FREE_TIER,HIGH,User is still receiving ads despite Premium; ads are the primary complaint.
204,38279,2678323,@115888 trying to update my payment details and it takes me to this page and does not accept my NUS card number? NUS doesn't expire until 2020 https://t.co/9BMgYBiI6N,PAYMENT_BILLING,HIGH,Payment card/details update is failing.
206,37681,1942520,@115888 sooo if i already had the student discount last year can i still get hulu?,FAMILY_STUDENT_PLANS,HIGH,Question about eligibility for the student plan/Hulu benefit.
209,9513,789808,I really don't know why I keep paying for @115888 trash ass...how all my music disappear after I deleted and re downloaded the app #overit,PLAYLIST_LIBRARY,HIGH,User reports music/library disappearing after reinstall.
213,12240,993170,@115888 How can i avail this 9 PESOS premium??,PREMIUM_SUBSCRIPTION,HIGH,Question about obtaining a Premium offer.
216,4481,406694,HI @115888 CAN U BRING BACK THE TOUCH PREVIEW I'M BEGGING,FEATURE_REQUEST,HIGH,Requests return of a removed feature.
220,18095,1486999,"@SpotifyCares Hello! I am trying to connect my Spotify with Hulu, but Hulu is saying that they are having trouble authorizing my account.",FAMILY_STUDENT_PLANS,HIGH,Spotify-Hulu account/authorization issue tied to the bundled plan.
222,31960,2264805,@SpotifyCares please add a feature that lets me completely remove an artists from my suggestions. please. i am begging. No matter how often I downvote certain artists on my stations I still end up with 5 more songs suggested for the radio playlist.,FEATURE_REQUEST,HIGH,Explicit request to block/remove artists from recommendations.
223,32455,2289615,"@115888 HI, I'm new to Spotify. How do I see the lyrics like in @1122? This is very important for me. Thanks.",FEATURE_REQUEST,HIGH,Asks for lyrics functionality.
229,163,19242,Ini kenapa setiap buka app mesti log-in lagi? @118266,ACCOUNT_LOGIN_SECURITY,HIGH,User has to log in every time the app opens.
233,6195,555476,@SpotifyCares yo just got the advert for a years Spotify for £99. Can’t find out how to do it though? Send me a link x,PREMIUM_SUBSCRIPTION,HIGH,Question about purchasing a Premium yearly offer.
238,1771,162233,@153455 @9404 I went on a Spotify binge but noticed these songs are missing. I filed for them to be added since they're on the Itunes store I figured I can try. Please help me!! Thank you!' https://t.co/85oXVxFCGf,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific songs are missing and user requests they be added.
240,35180,2466887,"@SpotifyCares How can I change my 'similar artists'? It are Classic Composers. My music is improvised, ambient and neo Classic. Johan Bakker",FEATURE_REQUEST,HIGH,Requests control over similar-artist recommendations.
248,28924,6543,@117153 @SpotifyCares On the website I have premium but on the app on my phone is still says free. And my bank statement says it went through. I don’t know?,PREMIUM_SUBSCRIPTION,HIGH,Paid Premium status is not reflected in the app.
251,5113,464463,Great work @SpotifyCares . Thanks for fixing my account!!,GENERAL_OTHER,HIGH,Positive feedback/closing message.
252,37406,2614456,@SpotifyCares Thank you for your reply even if there isn’t a solution yet.,GENERAL_OTHER,HIGH,Thank-you/closing message.
257,978,100138,"@SpotifyCares My playlists don't sync between the Desktop app (on Mac), my phone (Android), and the web player. They're all different. Please help.",PLAYLIST_LIBRARY,HIGH,Playlist synchronization problem.
258,38606,2708577,"@SpotifyCares Hello, I was suddenly logged out of my account today and am now unable to reset my password. My username is hannahbellbarnes and my email is __email__",ACCOUNT_LOGIN_SECURITY,HIGH,Unexpected logout and password-reset failure.
259,27148,1498038,Spotify doesn't have the new Sufjan Steven songs and I'm just like... https://t.co/Uy8pz3sjE4,MUSIC_CONTENT_AVAILABILITY,HIGH,New songs are unavailable.
260,26391,1962511,Hey @116130 - is it possible to ACTUALLY shuffle music rather than just mix the 30/40 songs surrounding the one I selected?,PLAYBACK_ISSUE,HIGH,Shuffle behavior affects actual playback ordering.
264,11348,914236,"@SpotifyCares hi ! My spotify app keeps playing random songs and not the one i want, its weird cuz when im on desktop works properly",PLAYBACK_ISSUE,HIGH,Playback starts the wrong/random songs.
268,17580,1435064,"@SpotifyCares Hi I missed to address verification, now my account so free, how to his join again ?",FAMILY_STUDENT_PLANS,HIGH,Plan/account status changed after verification issue; context indicates family/student eligibility.
270,9178,761826,@SpotifyCares they are totally different issues. One is about wanting to be able to relabel devices. My issue is all the devices being given the same name,APP_TECHNICAL_ISSUE,HIGH,Device naming behavior is incorrect.
276,40673,2848320,"@SpotifyCares However, if I’m playing music and open snapchat, it stops too and won’t reply. I have to open Spotify, and cold reboot the app by holding the power button until the power off sign and then the home button.",APP_TECHNICAL_ISSUE,HIGH,App stops functioning when another app is opened; technical multitasking issue.
277,40421,2824398,"@SpotifyCares I already tried this trial deal, and ever since it ran out Im having 4-5 ads them a song then another chain of ads. Not the way it should work. And on top of it, when I listen to ads that should give 30 min ad free, I still get ads after. Horrible experience so far.",ADS_FREE_TIER,HIGH,Excessive ads and failure of an ad-free reward.
282,42581,2942686,@SpotifyCares @115888 None of my saved albums will play... Have had these kind of issues for weeks now.,PLAYBACK_ISSUE,HIGH,Saved albums fail to play.
285,30439,2175372,look spotify you can not just remove one man army from my downloads,DOWNLOAD_OFFLINE,HIGH,Downloaded/offline content was removed.
290,43201,2987401,"@SpotifyCares Hey Guys, my family members cannot seem to be added to the Familly subscription. I have re-nominated them but it doesnt work.",FAMILY_STUDENT_PLANS,HIGH,Family members cannot be added.
296,15696,1257211,@115888 ????? I travel between 2 countries every single day for school..... WHY CANT I USE SPOTIFY https://t.co/YR7kDT7Kgs,MUSIC_CONTENT_AVAILABILITY,HIGH,Service/location availability problem.
303,27299,2001682,@SpotifyCares Planning to release an iPhone X update for the app?,APP_TECHNICAL_ISSUE,HIGH,Asks about device-specific app support/update.
306,23642,1852014,"@SpotifyCares Cool, thanks! Just submitted this suggestion for desktop notifications https://t.co/ZXsyqEcb7H can I get a rt? 🤓",FEATURE_REQUEST,HIGH,Explicitly submits a feature suggestion for desktop notifications.
307,42296,2921971,I still wish the @115888 iPad app was more like the desktop version and not the phone version. It just looks and feels really bad to use. Not how you make a tablet app at all.,APP_TECHNICAL_ISSUE,HIGH,iPad app UI/design is poor or unsuitable.
309,6724,576176,@137949 @SpotifyCares Has a recent update broken playing Spotify on a Sonos Play1 using Spotify Connect from the Spotify app? #whoistoblame,APP_TECHNICAL_ISSUE,HIGH,Spotify Connect/Sonos integration may be broken after an update.
313,24241,1870663,"Again, @115888 lost all my saved music. And since I’m on the subway I don’t have a steady internet connection to redownload.",PLAYLIST_LIBRARY,HIGH,Saved music/library disappeared; offline limitation is secondary.
322,1607,149351,WHY IS DAY6 NOT EVEN ON SPOTIFY YET???!!! THEY'RE SO TALENTED AND YET THEY'RE NOT ON SPOTIFY!!!!!! I REPEAT WHY SPOTIFY?? @115888 @7997 @SpotifyCares @116130 @125633 https://t.co/QHfLRyDYJv,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific artist/content is unavailable.
335,13632,1101315,@SpotifyCares I want to get the student promo 4 Spotify premium &amp; Hulu but I have my account with my fb profile that doesn't use my @47292,FAMILY_STUDENT_PLANS,HIGH,Student Premium/Hulu eligibility or account-linking issue.
340,5165,466114,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",ADS_FREE_TIER,HIGH,Ad-free reward/offer is missing or unavailable.
346,20348,1691150,@SpotifyCares Im paying for an account i cant get into at all ! Please help.,ACCOUNT_LOGIN_SECURITY,HIGH,Cannot access a paid account.
355,8329,691342,@115888 why the frik is this not available in Ukraine yet? what's the hold up??,MUSIC_CONTENT_AVAILABILITY,HIGH,Service/content is unavailable in a particular country.
369,11872,963343,@SpotifyCares I just tried to sign up for the student discount and you took money off my card and my status hasn't changed,FAMILY_STUDENT_PLANS,HIGH,Student discount enrollment/status problem.
374,41864,2915203,I really wish you could click on record labels in @115888 and see their entire catalog. cc: @SpotifyCares @117168,FEATURE_REQUEST,HIGH,Requests record-label catalog browsing.
386,13908,1120153,Spotify Premium’s ad-free and offline. So the music never stops. Try it free. https://t.co/MEVpIRTz17,GENERAL_OTHER,HIGH,"Promotional/marketing message, not a support issue."
390,37193,2600971,@SpotifyCares hi! I'm trying to change my premium subscription to student as I've just become one but this comes up every time I enter my details no matter how long I've had the page open :/ https://t.co/EdxzlhSQlX,FAMILY_STUDENT_PLANS,HIGH,Changing to a Student plan is failing.
391,5592,500941,Guessing I will have to join the list cancelling @116130 @SpotifyCares as no support for music streaming on Apple Watch series 3 Any reason no support is forthcoming?,FEATURE_REQUEST,HIGH,Requests Apple Watch support.
393,3354,306686,@SpotifyCares I've been having trouble streaming podcasts on Spotify to @137949 spkrs for couple weeks. Are you aware of any issues?,PLAYBACK_ISSUE,HIGH,Podcast audio streaming to speakers is failing.
404,7093,611860,"@SpotifyCares I tried to get the premium student discount before realizing I'm not eligible, the payment went through &amp; I dont have premium",PAYMENT_BILLING,HIGH,Payment went through but Premium was not received.
405,6304,560958,"I truly think that your playlist ""Rock This"" is missing Kiwi by Harry Styles. would fit so well there. fix this, please))) would be awesome! @115888 @SpotifyCares",FEATURE_REQUEST,HIGH,Requests adding a song to a curated playlist.
407,38159,2665927,Wish there was a way to like a song in my Discover Weekly and not have it automatically saved to my music @115888,FEATURE_REQUEST,HIGH,Requests different behavior for liking/saving Discover Weekly tracks.
410,17458,1423582,@SpotifyCares um ive been using student discount for premium for ages but it suddenly charged me full price for last month??????,FAMILY_STUDENT_PLANS,HIGH,Student discount was not applied.
412,3856,348578,Idk how I couldn't find this on my own but yaaaaas thanks for caring spotify cause this is my fave song https://t.co/UthijVjdn5,GENERAL_OTHER,HIGH,Positive/thankful message.
416,28470,2052945,"@115888 please put Julion Alvarez's music back on spotify :( and while you're at it, pls add Espinoza Paz's music too lol",MUSIC_CONTENT_AVAILABILITY,HIGH,Requests previously removed and additional artist music to be available.
417,30854,2199345,@115888 why is the playlist scroll sidebar on the right (like on Android) missing on iOS? Scrolling down takes ages with my iPhone...,APP_TECHNICAL_ISSUE,HIGH,Mobile app UI/navigation issue.
431,16212,1289919,@SpotifyCares is anybody going to support? I am still waiting as a paying premium customer and cannot log in on any device. Disgraceful,ACCOUNT_LOGIN_SECURITY,HIGH,Cannot log in on any device; account access is primary.
440,37260,2605017,omg imsleep goodnight im ab to pass out i love red velvet monsta x and seventeen they did so good today stfu ill be back at 6,GENERAL_OTHER,HIGH,Casual/non-support content.
453,7424,634020,@SpotifyCares Its the only version on spotify. The first 3 minutes is the song in the title. After that a very long pause and more songs.,PLAYBACK_ISSUE,HIGH,Audio/content playback behaves incorrectly.
456,11506,927663,@115888 whats up with the iOS app deleting my saved music every 2-3 weeks? I love paying to re download music all the time https://t.co/Rx35ZoJF2L,DOWNLOAD_OFFLINE,HIGH,Downloaded/saved music repeatedly gets deleted in the mobile app.
460,30981,2203832,"@115888 Yo, for Brittany Murphy's 40th birthday, how about you actually upload the original version of Faster Kill Pussycat for everyone to stream?",MUSIC_CONTENT_AVAILABILITY,HIGH,Requests a specific version of a song to be available.
461,21790,1786256,"@SpotifyCares Hello, I believe a fraudulent charge was made on my Spotify acct. Please let me know who I can talk to at Spotify about this",PAYMENT_BILLING,HIGH,Fraudulent/unauthorized charge.
463,18867,1546472,@SpotifyCares when will the app be updated to fit the iPhone X screen? It currently looks really bad.,APP_TECHNICAL_ISSUE,HIGH,iPhone X app layout/optimization problem.
465,26182,1951379,@115888 video ads with sound playing frequently over the top of current tracks is poor form. Happening every couple of minutes...,ADS_FREE_TIER,HIGH,Advertisements are interrupting music frequently.
468,32242,2283045,@SpotifyCares any help on why my payment won't go through?,PAYMENT_BILLING,HIGH,Payment is failing.
469,1835,166661,"@115888 so like, some of my favorite albums keep disappearing from Spotify. What's going on with your licenses??",MUSIC_CONTENT_AVAILABILITY,HIGH,Albums disappear due to licensing/availability.
471,27371,2005579,"I just realised I am being charged for a Spotify account I do not have, please help @SpotifyCares",PAYMENT_BILLING,HIGH,Charged for an account the user does not recognize.
479,5420,488803,"@SpotifyCares I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.",PLAYBACK_ISSUE,HIGH,Spotify videos cannot be played.
483,36546,2558859,"@115888 who told you it was a good idea to take down Take Care album, I need answers",MUSIC_CONTENT_AVAILABILITY,HIGH,Album was removed.
490,360,44304,"Ah, wonderful. A random person is listening to my @115888 Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.",ACCOUNT_LOGIN_SECURITY,HIGH,Unauthorized person using account indicates compromise.
496,42599,2942721,"@SpotifyCares No, I was saying that I noticed that it's now a feature when I play my Discover list and just wanted to let you know I appreciate it!",GENERAL_OTHER,HIGH,Positive feedback about a feature.
497,14557,1175708,@SpotifyCares I ended up having to uninstall and reinstall the app to work. There is at least one review on the Google Play store noting the same issue,APP_TECHNICAL_ISSUE,HIGH,App malfunction resolved by reinstalling.
499,23221,1837764,Why can’t I listen to @78997 on @115888 @SpotifyCares. When I click on anything from panic nothing happens. Help!!!,MUSIC_CONTENT_AVAILABILITY,HIGH,Artist's content cannot be accessed/played; likely availability issue.
500,16803,1353059,@SpotifyCares Having problems with offline mode on my Honor 7. When I use my SD card for storage after every restart all downloads are gone!,DOWNLOAD_OFFLINE,HIGH,Offline downloads disappear after restart when using SD storage.
503,14851,1201596,"@SpotifyCares They just stop playing and I can't play them anymore, and it's not a connection issue because other albums or radio or playlists work fine",PLAYBACK_ISSUE,HIGH,Music stops playing while other content works.
504,35597,2492552,@115888 I reached my limit of liking albums why is there such a thing :-(,FEATURE_REQUEST,HIGH,Complains about a limit and implicitly requests removal/increase of the limit.
513,1112,110095,@115888 There is any way to find the songs that I gave a thumb up on the radio? where do they go? I don't have any playlist or removed playlist related to that...,PLAYLIST_LIBRARY,HIGH,User is trying to locate saved/liked songs.
517,13290,1076474,@SpotifyCares You rock! Thanks so much.,GENERAL_OTHER,HIGH,Positive feedback.
519,38181,2666958,@115888 If @SpotifyCares @116130 or @102874 could get in touch that would be amazing,GENERAL_OTHER,HIGH,Requests support contact.
523,493,53136,".@116130 whys the discover page changed? Where is my recommended music? I don't want ""Focus with some new music"" - none of it is tailored",FEATURE_REQUEST,HIGH,Complains about recommendation behavior and wants more tailored discovery.
534,28369,2047844,"@115888 I am trying to change my subscription from premium to student, my premium ends 10/27, can you please help me out, I have tried your support channels with no avail. Thank you!",FAMILY_STUDENT_PLANS,HIGH,Changing from Premium to Student plan.
538,39269,2756246,@SpotifyCares I am supposed to have a premium subscription for two users through our cell phone provider and it says we don't have premium? help pls,PREMIUM_SUBSCRIPTION,HIGH,Paid bundled Premium subscription is not recognized.
539,2356,206568,@SpotifyCares The songs are playing but a noise gets on the way after every second. I'm using a Windows Nextbook.,PLAYBACK_ISSUE,HIGH,Audio playback is distorted/interrupted.
544,7478,637643,@SpotifyCares Avrx2000 Denon amp . Using Spotify app on Samsung s 6 .via wireless set up .says connected on the amp but isn't connecting via the phone and app.,APP_TECHNICAL_ISSUE,HIGH,Spotify/device connection integration is failing.
549,24651,1887548,@SpotifyCares locked out of account. Email address is old (college email expired) and I can’t get in touch with support. Help.,ACCOUNT_LOGIN_SECURITY,HIGH,Cannot access account because old email is unavailable.
565,34742,2431661,@SpotifyCares I am trying to enable the student discount on my account. Can you help me out?,FAMILY_STUDENT_PLANS,HIGH,Student discount enrollment issue.
566,33974,2368026,@115888 please make the three dots on each songs horizontal on the Android apps please,FEATURE_REQUEST,HIGH,Requests an Android UI change.
567,5419,488801,"Did y’all change something with the shuffle algorithm, @115888? It seems to be working much better now. I can’t put my finger on it, but I’ve definitely noticed a major improvement.",GENERAL_OTHER,HIGH,Positive feedback about shuffle behavior.
569,40195,2810364,@115888 When are you guys launching in India. Eagerly waiting for your services.,MUSIC_CONTENT_AVAILABILITY,HIGH,Service availability in India.
570,24280,1871777,@SpotifyCares I purchased premium but my account has yet to update through the app. It's been more than an hour,PREMIUM_SUBSCRIPTION,HIGH,Premium purchase has not activated on the account.
573,26979,1985115,@SpotifyCares So when are we getting an update on that Apple Watch app?,FEATURE_REQUEST,HIGH,Requests/asks about Apple Watch app support.
579,8392,698310,@SpotifyCares ios11 doesn’t let me control Spotify from the lock screen anymore. Same in command centre.,APP_TECHNICAL_ISSUE,HIGH,Lock-screen/control-center app controls are not working.
586,17526,1428692,@115888 please put the lyrics back in the desktop app i need it,FEATURE_REQUEST,HIGH,Requests return of lyrics functionality.
589,38524,2705182,"@SpotifyCares family invites are never rec'd, and you removed the link... help me spot, you're my only hope",FAMILY_STUDENT_PLANS,HIGH,Family invitations are not being received.
592,10201,842562,@SpotifyCares I’ve tried that even uninstalled the app and reinstalled. But thankfully the app is working 100% now so im happy!!!,GENERAL_OTHER,HIGH,Issue resolved and user is expressing positive feedback.
593,20857,1727307,"when will they put mort garson's deja vu on @115888 please @117168 i need i can't keep ripping it off youtube,,",MUSIC_CONTENT_AVAILABILITY,HIGH,Requests a specific album/song to be available.
596,18388,1510055,@SpotifyCares when are you going to bring sort and search functionality in the Spotify Web Player? Also I need last.fm functionality back!,FEATURE_REQUEST,HIGH,Requests missing sort/search and third-party functionality.
599,9711,809608,"The biggest things @115888 could do to keep me from moving: tv app, watch app/remote, smarter radio/magic playlists.",FEATURE_REQUEST,HIGH,"Requests Apple TV, Apple Watch and smarter recommendation features."
600,19865,1649310,@SpotifyCares If so: how do I cancel premium for this account so that I can make a new one?,PREMIUM_SUBSCRIPTION,HIGH,Explicitly asks how to cancel Premium.
603,904,91687,"@spotifycares tried using my app this morning says I need to log in. Tried logging in, said PW invalid. Tried resetting PW, said username invalid",ACCOUNT_LOGIN_SECURITY,HIGH,Login/password reset failure.
609,27952,2036292,"@SpotifyCares Are you having issues right now? The community sites doesn't really load for me, and chromecast audio isn't working.",APP_TECHNICAL_ISSUE,HIGH,Website and Chromecast integration are malfunctioning.
610,38837,2728381,"@SpotifyCares for the third time this year I've been charged in excess of the student rate, yet I'm still a student. Can you assist?",FAMILY_STUDENT_PLANS,HIGH,Student discount is not being applied.
