sample_id,conversation_index,tweet_id,text,label,confidence,notes
119,18129,1488418,@SpotifyCares can i have some help with an account issue,GENERAL_OTHER,LOW,Account issue is unspecified.
121,34325,2395919,@SpotifyCares Thanks for getting back to me. A staggering 9327 at the minute...,GENERAL_OTHER,LOW,Insufficient context to identify the issue.
122,34276,2393593,"Is there a way to stop @115888 from suggesting the same intolerable song in the Weekly list every other week? On an entirely related note, Group X - Arabian Rap Sensations, you are insufferable and not funny.",FEATURE_REQUEST,HIGH,Requests control over repeated recommendations.
125,30564,2182208,"@SpotifyCares Hey guys! How can my friend change the Facebook registered e-mail in my account? We've already updated his e-mail info in Facbook, but nothing seems to happen to spotify account?",ACCOUNT_LOGIN_SECURITY,HIGH,Account email/linkage change is not working.
126,30655,2190734,"@SpotifyCares I think that's the version #. OS is windows 10, and a laptop https://t.co/5XejrX3YSk",GENERAL_OTHER,LOW,Device/version information only; no issue stated.
127,26713,1973046,"@SpotifyCares Also discovered the song (https://t.co/JJVF0IXR2L) will begin at 1:12 or 1:13 when pressing the back button on the song, forward, or just letting it play next in queue, but not when pressing play on the song (if that helps any).",PLAYBACK_ISSUE,HIGH,Song starts at the wrong timestamp during playback.
128,10706,873995,"A lot of good music came out today, but most of it was not featured in the @115888 new releases section... what’s with that",FEATURE_REQUEST,MEDIUM,Complaint/request about how new releases are surfaced.
132,10585,866200,@SpotifyCares iPhone 6s. Newest operating system. Newest version of Spotify.,GENERAL_OTHER,LOW,Device/software information without a stated issue.
135,41559,2909837,Why aren't my favorite Aaliyah songs on @115888 I'm mad 😠,MUSIC_CONTENT_AVAILABILITY,HIGH,Specific songs are unavailable.
137,12146,981140,"@115888 bruh y'all removed Dreams and Gasoline by Rob Baird and the entire album of deadmau5's Get Scraped, what's the deal?",MUSIC_CONTENT_AVAILABILITY,HIGH,Songs/albums were removed.
139,40792,2855910,@115888 can u get ur shit together with my discover weekly. Thanks,GENERAL_OTHER,LOW,Discover Weekly problem is too vague to classify.
140,16366,1302070,"@SpotifyCares most of the time i use the mobile version is when im not connected to the internet , so this is kinda of a big deal breaker for me.",DOWNLOAD_OFFLINE,HIGH,Offline/mobile use is the key concern.
141,12102,979810,@SpotifyCares I have already restarted and logged out and it didn't work. The android version is 7.1.1 and the app version is 8.4.22.857.,GENERAL_OTHER,LOW,Troubleshooting details are given but the actual problem is missing.
142,33279,2317186,@115888 I don't want to have to open Spotify all the way to see which song is playing and save to library,FEATURE_REQUEST,HIGH,Requests easier song/library access in the UI.
144,26752,1974252,@SpotifyCares I have been trying to enter my new card details in the update payment details box for two days and it says the card doesn't work,PAYMENT_BILLING,HIGH,Payment card update is failing.
145,36040,2526434,@SpotifyCares iOS 11.1.1 Spotify 8.4.26.793,GENERAL_OTHER,LOW,Version information only; no issue stated.
146,37648,2623507,@115888 is there a setting to stop shoving @135616 down my throat?,FEATURE_REQUEST,HIGH,Requests control over recommendations.
148,8128,677097,@SpotifyCares Hello Spotify ur new family plan is giving me a headache... so many issues with it.. would love to hear from you... cuz I just canceled it after being a diligent customer of 3 years and talking all my family into the service... we need to talk asap https://t.co/4vLDOZ53h5,FAMILY_STUDENT_PLANS,HIGH,Multiple problems with Family plan.
149,15024,1214663,@131098 waarom kan ik de premium for students aanbieding alleen maar via creditcard betalen? En niet Ideal?,FAMILY_STUDENT_PLANS,HIGH,Student-plan payment eligibility/method issue.
150,21202,1754503,"Already incredibly pissed off with @116130 deleting my downloads yet again, 2 days in a row, will be cancelling if it keeps up. #spotify",DOWNLOAD_OFFLINE,HIGH,Downloaded music is repeatedly deleted.
154,25613,1929923,@115888 @SpotifyCares @117168 Thank you for joining this announcement. Two words. Synchronized. Listening. Let's make it happen!!,FEATURE_REQUEST,HIGH,Requests synchronized listening functionality.
155,4760,429676,Hey @115888 it would be real cool if you could stop playing trailers for horror movies and giving me anxiety when I try to listen to music,ADS_FREE_TIER,HIGH,Complaint about ads/trailers shown to the user.
156,7117,615420,"@115888 I paid my premium account, I had around 1,000 songs downloaded but it said I have reached the 10,000 limit. Why?",DOWNLOAD_OFFLINE,HIGH,Downloaded/offline track limit issue.
157,22700,1816305,@SpotifyCares but I still haven't received the new invitation to join the Family group again. What can I do? 2/2,FAMILY_STUDENT_PLANS,HIGH,Family-group invitation problem.
159,22956,1626585,.@SpotifyCares im cool w you playing suggested and related music for me but do not ever play halsey for me ever again thats just rude,FEATURE_REQUEST,HIGH,Requests control over recommendations.
160,29238,2081477,"@SpotifyCares hi, i cancelled my free trial before it ended, but i don’t think it cancelled properly, because i’ve had money taken from -",PAYMENT_BILLING,HIGH,Charged after supposedly cancelling a trial.
161,42553,2939734,@SpotifyCares I don't have Spotify but someone seems to of accidentally entered my email instead of theirs when registering. I did not click the link in the confirm account email but since then I've got 5 more emails including one which said I'm now fully signed up.,ACCOUNT_LOGIN_SECURITY,HIGH,Unexpected account registration using the user's email.
163,33139,2311300,"@SpotifyCares Ah yeah, I’ve read that. What is the reason for it and is there any way around it? (e.g. Higher tier subscription option)",ADS_FREE_TIER,MEDIUM,"Reference is unclear, but higher-tier subscription workaround suggests an ad/free-tier limitation."
165,22550,1811543,@SpotifyCares someone stole my account.,ACCOUNT_LOGIN_SECURITY,HIGH,Explicit account theft/security problem.
169,12114,980167,@115888 please make the spotify mobile app available in india.. spotify is amazing!!,MUSIC_CONTENT_AVAILABILITY,HIGH,Requests service/app availability in India.
171,26702,1973022,"@SpotifyCares Hi RR, here's the email with the dodgy dates, just thought I'd reciprocate amd reach out with a playlist as you guys do such a great job - https://t.co/oAo3dNvIWf https://t.co/SRbi38lnCv",GENERAL_OTHER,LOW,Context is unclear and no specific Spotify support issue is identifiable.
172,1139,111995,@SpotifyCares Are we going to have Year in Music this 2017?,FEATURE_REQUEST,HIGH,Asks about the Year in Music feature.
173,2377,207212,What’s wrong with Spotify’s volume? It’s gone all the way down @SpotifyCares,PLAYBACK_ISSUE,HIGH,Audio volume during playback is malfunctioning.
174,33614,2338879,"@115888 on two separate occasions, after an upgrade the songs I had marked as download reverted to none download. Bummer when on the train.",DOWNLOAD_OFFLINE,HIGH,Offline/download status is being reset after updates.
175,40572,2837830,@SpotifyCares hello! I'm subscribed to student premium but somehow it's charging me without the discount? (Its been 2 months),FAMILY_STUDENT_PLANS,HIGH,Student-plan discount is not being applied.
180,37086,2596620,@SpotifyCares Roku app not phone app,GENERAL_OTHER,LOW,Likely a clarification about device/app context; no actual issue stated.
181,26839,1978827,Hey @115888 put this in one of ur fav playlist pls https://t.co/4v0lcn3vG1,GENERAL_OTHER,MEDIUM,Personal request to add a song to a playlist; not a product feature request.
182,3074,278109,@SpotifyCares Still the same.,GENERAL_OTHER,LOW,Insufficient context.
183,31720,2246481,@125633 our related artists on Spotify are death metal bands. Say whaaaa?,FEATURE_REQUEST,MEDIUM,Complaint about incorrect artist recommendations.
185,15025,1214668,Hey @115888 I think you missed a letter @118062 #woops #doesntshealreadykindahateyouguys https://t.co/G9gUBtvk3u,GENERAL_OTHER,LOW,No clear support issue.
187,24826,1897198,"@115888 where is Kesha's ""Praying"" on your #MeToo playlist? 🤔",FEATURE_REQUEST,MEDIUM,Requests/inquires about inclusion of a song in a curated playlist.
188,6752,578816,explain @115888 https://t.co/HTlwX0x9Kq,GENERAL_OTHER,LOW,Insufficient context.
190,3020,274121,"@SpotifyCares hi there, I'm trying to add my brother to my family subscription but he isn't receiving the email invite please advise...",FAMILY_STUDENT_PLANS,HIGH,Family-plan invitation problem.
193,25777,1934744,I will fucking uninstall @SpotifyCares if i hear the transformers add one more time.,ADS_FREE_TIER,HIGH,Complaint about repeated advertising.
195,17672,1446613,Spotify isn't working and I don't know how to fix it,APP_TECHNICAL_ISSUE,HIGH,General Spotify/app malfunction.
196,37121,2597245,"@5795 This is too specific, but I want a way to signal my interest without saving to my library. There are many tracks/albums that aren't impactful on first listen but worth revisiting... and bookmarking/save for later features often feel like digital hoarding",FEATURE_REQUEST,HIGH,Explicitly requests a save/bookmark-for-later feature.
198,4587,415247,@115888 can y’all put Purple Reign by @209394 back,MUSIC_CONTENT_AVAILABILITY,HIGH,Requests a removed song to be restored.
201,7003,607484,@116130 When are you releasing amazon echo multi room support???,FEATURE_REQUEST,HIGH,Requests Amazon Echo multi-room support.
202,30134,2150426,@115888 @SpotifyCares seriously? https://t.co/hTCjjTzhgA,GENERAL_OTHER,LOW,Insufficient context; image/link alone does not identify the issue.
205,35347,2477821,Having trouble switching my payment plan to use my Vodafone bundle. The Vodafone site keeps asking me to cancel my current sub. I've spoken to them and they pointed me to you - @SpotifyCares,PAYMENT_BILLING,HIGH,Problem changing payment/subscription payment method through Vodafone.
207,6782,583080,@SpotifyCares Spotify starts up on Windows 10 even though it is disabled from settings and task manager. There seems to be no definite fix. https://t.co/MA5fyomEpT,APP_TECHNICAL_ISSUE,HIGH,Spotify app starts unexpectedly on Windows.
210,42822,2959344,Is anyone else’s @115888 being weird today?? It won’t load any of my songs???,PLAYBACK_ISSUE,HIGH,Songs are not loading for playback.
215,42357,2928143,"hey @115888 &amp; @127972, tryna update the interface on the app? I'm happy it exists but it literally feels like I'm using a DVD player from 2002",FEATURE_REQUEST,HIGH,Requests an interface/UI improvement.
218,41561,2909841,@SpotifyCares For some reason I am being charged $9.99 a month even though I've had the student discount this whole year. I renewed the student discount a few months ago because I am still enrolled at UF. Can i be refunded the $9.99 charge so I am only charged $4.99 instead?,FAMILY_STUDENT_PLANS,HIGH,Student discount is not being applied; the plan eligibility/discount is the primary issue.
219,12782,1036111,"I DON'T WANNA SPEND MONEY ON SPOTIFY, WHY DOES THIS SHIT STILL EXIST https://t.co/lgY4G216oA",ADS_FREE_TIER,MEDIUM,Likely complaint about Spotify ads/free-tier monetization; context is limited.
221,27843,2031967,Upgraded my phone and now I can’t log into Spotify Premium anymore @SpotifyCares,ACCOUNT_LOGIN_SECURITY,HIGH,Unable to log in after changing devices.
224,23293,1840167,@SpotifyCares No not at all,GENERAL_OTHER,LOW,Insufficient context.
225,30992,2204456,"Hi @SpotifyCares - My followers had two major unexplained drops (see screen shot) earlier this year, even as my streams have climbed higher than ever before. If not for the drops, I'd have nearly 20,000 followers. Help!!! https://t.co/PDYa0IukqP",GENERAL_OTHER,MEDIUM,Follower-count issue does not fit the defined 12 categories.
226,22447,1807590,@SpotifyCares dm me I’m fucking furious,GENERAL_OTHER,LOW,No specific issue stated.
227,6715,67693,@SpotifyCares I’m having trouble on my Win 7 computer after the new update. Says it’s missing ‘api-ms-win-core-processthreads-|1-1-1.dll’,APP_TECHNICAL_ISSUE,HIGH,Application/system error after update.
228,10388,854760,@SpotifyCares I will try. Thank you for your kindness today!,GENERAL_OTHER,HIGH,Thank-you/closing message.
230,9828,820745,@SpotifyCares This is the version https://t.co/7Gehlu06rT,GENERAL_OTHER,LOW,Version information only; issue is not stated.
231,33683,2346327,"@115888 When are you coming to India, officially?",MUSIC_CONTENT_AVAILABILITY,HIGH,Service availability by country.
232,31713,2246451,@SpotifyCares hey does the number under neath my song mean that’s how many times it was streamed ? https://t.co/yD71IihV0j,GENERAL_OTHER,HIGH,General informational question not covered by the taxonomy.
234,3836,346211,@SpotifyCares before updating to IOS 11 i wasn’t directed to twitter app everytime i want to share a song. i was very happy with the way it used to be :(,APP_TECHNICAL_ISSUE,HIGH,Sharing behavior changed/broke after an OS update.
235,30609,2183077,"@spotifycares the codes I’m being sent are invalid for the family premium, help please!",FAMILY_STUDENT_PLANS,HIGH,Family Premium redemption/activation codes are invalid.
237,8396,698865,"@SpotifyCares I've tried signing out and in, restarting my computer, and several different web browsers. :(",APP_TECHNICAL_ISSUE,MEDIUM,"Troubleshooting indicates an unresolved app/web technical issue, though exact symptom is omitted."
239,12197,986282,Um @115888 https://t.co/OyObuwjodf,GENERAL_OTHER,LOW,Insufficient context; only a link is provided.
241,34624,2420496,"@115888 Good morning, this morning my account is now set as free when I pay my Mobile Provider for the account (Fido.ca) What's wrong?",PREMIUM_SUBSCRIPTION,HIGH,Paid/bundled account unexpectedly appears as Free.
242,27217,1997120,@SpotifyCares - I've tried 3x to email support to cancel my daughter's acct. My Credit Card is still being charged after I told u to cancel,PAYMENT_BILLING,HIGH,Continued charges after cancellation.
243,35359,2479180,"Seriously, @115888. This feature is important to me. https://t.co/BHtkRnBuTX",FEATURE_REQUEST,MEDIUM,"Refers to a desired feature, though exact feature is in the linked content."
249,662,64398,@SpotifyCares I'm having issues syncing my devices. It's often taking hours before changes are synced across from my desktop app to iOS.,APP_TECHNICAL_ISSUE,HIGH,Device synchronization problem.
250,11549,932757,@115888 @61267 are you going to launch your services in INDIA?,MUSIC_CONTENT_AVAILABILITY,HIGH,Service availability by country.
253,10549,864267,"@116130 I my having problems playing certain songs, on mobile and PC on multiple connection, I have tried re dl the app but to no avail",PLAYBACK_ISSUE,HIGH,Certain songs fail to play across devices/connections.
254,23029,1830973,@SpotifyCares FYI https://t.co/BVVHL48QgA,GENERAL_OTHER,LOW,Link/context only; no clear issue.
255,15424,1239133,@408281 @115888 @SpotifyCares @2894 @31847 Is there any chance of getting the #Wolves video exclusive available worldwide?,MUSIC_CONTENT_AVAILABILITY,HIGH,Requests wider availability of specific content.
256,8732,720711,"@SpotifyCares hi there, I can’t seem to change my card details to continue premium account",PAYMENT_BILLING,HIGH,Unable to update payment card details.
261,19293,1589490,Why the fuck do you make ads so damn loud @115888,ADS_FREE_TIER,HIGH,Complaint about advertisements.
262,13795,1112058,"@SpotifyCares so I got rid of a certain artist from a playlist but their songs keep playing in my queue, is there a way to refresh it?",PLAYBACK_ISSUE,HIGH,Unwanted songs continue playing in the queue.
263,33890,2363305,"@SpotifyCares is there any way to listen to music without premium and not have it go to suggested songs,,",ADS_FREE_TIER,MEDIUM,Question about Free-tier limitations and suggested content.
265,41773,2913869,". @115888 Um, web player issues? =(",APP_TECHNICAL_ISSUE,MEDIUM,Explicitly mentions web-player issues but gives little detail.
267,30893,2202374,Hey @SpotifyCares I need some help. I was listening this AM and then kept getting interrupted by an unknown person using my account,ACCOUNT_LOGIN_SECURITY,HIGH,Unknown person using the account indicates account compromise.
269,1147,113808,"@SpotifyCares You *REALLY* need to finally, actually, DO something about the 10,000 song limit in users' libraries. Especially for a service that prides itself on helping discovery of new tracks.",FEATURE_REQUEST,HIGH,Requests changing the library song limit.
272,6615,572090,@SpotifyCares why did the student discount and Hulu get taken off my account and why did I get charged $9.99 for this month of Spotify?,FAMILY_STUDENT_PLANS,HIGH,Student discount/Hulu benefit was removed; bundled student plan is central.
273,26122,1948782,"Others having trouble with holding subscription active? @spotifycares; ""seems your card or payment provider is having a bad day""",PAYMENT_BILLING,HIGH,Payment provider/card issue affecting subscription renewal.
274,34420,2404040,@SpotifyCares I promise you i don’t listen to Lil Pump and Xxxtentacion,FEATURE_REQUEST,MEDIUM,Likely feedback/request concerning unwanted recommendations; context is limited.
275,12259,995617,@115888 when will spotfiy come to more countries?,MUSIC_CONTENT_AVAILABILITY,HIGH,Service availability by country.
