sample_id,conversation_index,tweet_id,text,label,confidence,notes
73,42425,2929827,"@SpotifyCares Yep. All that I tried. Even uninstalled, restarted. Removed all data by hand. Installed again. The default settings was set to SD card, but all music ended on the internal storage.",DOWNLOAD_OFFLINE,HIGH,"Downloaded music storage/location issue."
74,13903,1119755,"@115888 How do you stream do you just listen to the music??? I barely got spotify so idk how it works",GENERAL_OTHER,HIGH,"General how-to question."
75,33107,2310888,"@115888 Hey! I can't sign in with my username and password with my TouchTunes @90737 new account. My Samsung mobile account needs updating, too! @125607 I CHANGED my name legally this year. Problems tonight as I am out TRYING to have a good time!",ACCOUNT_LOGIN_SECURITY,HIGH,"Unable to sign in; authentication/account-access issue."
76,28603,2058152,"@SpotifyCares I need help recovering my songs i sent an email on monday and no reply yet :(",PLAYLIST_LIBRARY,HIGH,"Requests recovery of missing songs/library content."
77,39608,2777730,"Why? @116130 https://t.co/DnaLQsr7Cy",GENERAL_OTHER,LOW,"Insufficient context."
78,28735,2062596,"WTF @115888?! You give me a pop up that Shania Twain released a new album (great shout - thanks I love her)....but didn't tell me there was a new Taylor Swift song today are you JOKING ME 😫",FEATURE_REQUEST,MEDIUM,"Complaint about music discovery/recommendation/notification behavior; closest match is feature-related."
79,29367,2095081,"@SpotifyCares Of course it’s shuffleyerfeet",GENERAL_OTHER,LOW,"Too ambiguous to identify the intended issue."
80,31853,2259585,"@115888 Where the hell are my buttons to access library and so on? #UIDisaster On th verge of switching if you don’t stop messing with the UI. https://t.co/NfDF1SH5pK",APP_TECHNICAL_ISSUE,HIGH,"Library/navigation UI elements are missing."
81,29614,2114207,"@SpotifyCares I was charged for premium student but my account still says free. I need to get rid of this charge!",PAYMENT_BILLING,HIGH,"Explicit charge/billing complaint; payment is the primary issue."
82,22278,1801120,"@115888 something weird happened with my account. Had to change pw to login. Playlists there that aren't mine. Saved music not mine.",ACCOUNT_LOGIN_SECURITY,HIGH,"Strong account compromise/security indicators."
83,23039,1831319,"@SpotifyCares web-player not working on any browser (chrome / edge). Are you aware of problems?",APP_TECHNICAL_ISSUE,HIGH,"Web player malfunction."
84,32608,2293042,"@SpotifyCares been charging my account and i canceled last month 🤨",PAYMENT_BILLING,HIGH,"Charged after cancellation."
85,20957,1737713,"is @115888 acting wonky for anyone else? Of course I need it for a current editing project and it keeps logging me out. Grrrrr",ACCOUNT_LOGIN_SECURITY,HIGH,"Repeated unexpected logouts are account access/authentication problems."
86,41974,2917772,"@115888 care to find out why the app is not working?!!!! 2 days in a row now!",APP_TECHNICAL_ISSUE,HIGH,"General app malfunction."
87,9799,818977,"@115888 @SpotifyCares please fix your artist.spotify contact page.",APP_TECHNICAL_ISSUE,HIGH,"Spotify web/contact page is broken."
88,14061,1139896,"@117153 I was charged the annual suscription but the premium does not work for me",PAYMENT_BILLING,HIGH,"Primary complaint is being charged without receiving the paid service."
89,20199,1677311,"Hello @115888 would you explain what is the meaning of this? Is this related to netflix series “Stranger Things”? https://t.co/ZMxIVgOG0K",GENERAL_OTHER,MEDIUM,"General question about linked content; no specific support issue."
90,6001,538064,"@115888 I'd like to get the premium version but here Is the case I don't have a credit card but I've enough fund in my Google play Store. Please I want find out if I can pay via Google play Store, BTC or iTunes gift card. Please waiting for your response. Thanks Gerd!!!",PAYMENT_BILLING,HIGH,"Question about accepted payment methods for Premium."
91,6580,571347,"Waiting for the ""your top songs of 2017"" playlist @115888",FEATURE_REQUEST,HIGH,"Requests/anticipates the annual Top Songs playlist."
92,21217,1756642,"@117153 What's up regarding the entire catalogs of Beck and The War on Drugs? I can't play any of their music and others artists too",MUSIC_CONTENT_AVAILABILITY,HIGH,"Multiple artist catalogs cannot be played; content availability issue."
93,31111,2215885,"@SpotifyCares Does The Drag &amp; Drop Work?",GENERAL_OTHER,MEDIUM,"General how-to/functionality question without enough context."
94,36483,2555548,"@115888 where is the rest to Take Care?? Why do I only have 6 songs?? https://t.co/lxTWBtF18I",MUSIC_CONTENT_AVAILABILITY,HIGH,"Only part of an album is available."
95,33561,2337995,"@676390 @115888 wack af",GENERAL_OTHER,LOW,"Too vague to identify a specific issue."
96,5205,467625,"So I guess @115888 cancels your students subscription after a year and then charges you $10/month and ALSO cancels your @115940 subscription without any warning so guess who doesn’t have Hulu rn because it won’t register that I’m a student? #help @hulu_support @SpotifyCares",FAMILY_STUDENT_PLANS,HIGH,"Student-plan status/discount issue is central."
97,28897,2067402,"@117153 There is a problem with muy acount and I can't find anything of help in your page. Please answer.",GENERAL_OTHER,LOW,"Account problem is too vague to determine the specific category."
98,20520,1699327,"@SpotifyCares Website not working today? -- Trying to download the client... :( https://t.co/lU1HJ7FXKk",APP_TECHNICAL_ISSUE,HIGH,"Spotify website/client download is not working."
99,18937,1554527,"Disappointed @115888 doesn't have the Josie and the Pussycats soundtrack",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific soundtrack is unavailable."
100,4013,366685,"@SpotifyCares Hi there, probably many people came over to you with the freezing problem. I reinstalled the app from Windows store",APP_TECHNICAL_ISSUE,HIGH,"Application freezing problem."
101,24167,1868103,"dear @115888 can you make some sort of family plan so my husband and i can stop arguing via song titles until one of us caves and let’s the other use it",FAMILY_STUDENT_PLANS,HIGH,"Requests a family plan."
102,8938,737841,"@115888 when will spotify come to India?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Service availability in a country."
103,36935,2584507,"@SpotifyCares I Listen to him all the time and no I did not get an email 😣😣🤪🤪😭😭😭😤😤@105934 helppp",GENERAL_OTHER,LOW,"Missing context; unclear what email or issue is involved."
104,29821,2128528,"@SpotifyCares Received - Thanks!",GENERAL_OTHER,HIGH,"Confirmation/thank-you message."
105,18375,1509485,"@SpotifyCares Not sure to be honest. No other issues with Spotify though at all.",GENERAL_OTHER,HIGH,"No specific problem stated."
106,30650,2190728,"That moment when you wonder if you should be tweeting to @SpotifyCares or @comcastcares because not a single song has played without interruption... 😩",PLAYBACK_ISSUE,HIGH,"Music playback is repeatedly interrupted."
107,16754,1348074,"@SpotifyCares when is yelawolf new album available on @116130",MUSIC_CONTENT_AVAILABILITY,HIGH,"Question about album availability."
108,12933,1049982,"Goodbye @115888, cancelling and moving to Apple Music because there is no app for Apple Watch (I need/use for working out) @SpotifyCares",FEATURE_REQUEST,HIGH,"Complains about missing Apple Watch support."
109,38011,2653012,"Wait so when can we listen to #Reputation on @115888 ?? @118062",MUSIC_CONTENT_AVAILABILITY,HIGH,"Question about album availability."
110,4899,446911,"@SpotifyCares Listening to Spotify thru my web browser cuz I’m at work. It booted me out and won’t let me log back in. 😩",ACCOUNT_LOGIN_SECURITY,HIGH,"User was logged out and cannot log back in."
111,20678,1711917,"@SpotifyCares Apparently there is no contact form anymore. How do i get my issues fixed!",GENERAL_OTHER,HIGH,"Support/contact request rather than a specific product issue."
112,29215,2080754,"@115888 - my son has lost all account details &amp; his phone. How do I cancel Premium plse as he's also broken his phone &amp; I'm paying for it!",PREMIUM_SUBSCRIPTION,HIGH,"Explicit request to cancel a Premium subscription."
113,2298,199138,"Why would you put a photo on my spotify profile @SpotifyCares @115888 w/o my consent? w/c u took frm my fb acct?",ACCOUNT_LOGIN_SECURITY,HIGH,"Unauthorized account/profile change involving linked Facebook account."
114,27243,1998302,"@SpotifyCares is there any Siri integration with Spotify?",FEATURE_REQUEST,HIGH,"Asks about platform integration support."
115,37160,2598671,"@SpotifyCares hi! you've probably heard this question all week but, is Taylor Swifts 'reputation' on Spotify yet? I heard maybe midnight but I don't see it? ☺",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific album availability question."
116,22268,1800742,"This is devastating, but I think Samantha Mumba's OG ""Gotta Tell You"" is gone from @116380. The remix is not the same!!",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific song/version appears to have been removed."
117,24775,189825,"Students now get access to Hulu with Spotify Premium. And it’s still just $4.99/month. https://t.co/u2Yb1qUpnR",FAMILY_STUDENT_PLANS,MEDIUM,"Student Premium plan information; not a support issue."
118,36687,2572197,"why The suburbs by @10789 is not available in @115888 :( ?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific song is unavailable."
119,18129,1488418,"@SpotifyCares can i have some help with an account issue",GENERAL_OTHER,LOW,"Account issue is unspecified."
120,9169,760621,"@SpotifyCares had an email from you saying my email address had been changed, meant I couldn't log in to change password. Advise please",ACCOUNT_LOGIN_SECURITY,HIGH,"Email changed and login/password access affected."
121,34325,2395919,"@SpotifyCares Thanks for getting back to me. A staggering 9327 at the minute...",GENERAL_OTHER,LOW,"Insufficient context to identify the issue."
122,34276,2393593,"Is there a way to stop @115888 from suggesting the same intolerable song in the Weekly list every other week? On an entirely related note, Group X - Arabian Rap Sensations, you are insufferable and not funny.",FEATURE_REQUEST,HIGH,"Requests control over repeated recommendations."
123,32694,2294399,"@SpotifyCares Ok thanks! I voted to please build an app for it! I may have to switch to Apple music otherwise so I can run with playlists",FEATURE_REQUEST,HIGH,"Requests an app/platform feature."
124,40055,2802526,"@SpotifyCares Hello, my account got hacked recently. Could you please send a reply/help too ""__email__"" thank you!",ACCOUNT_LOGIN_SECURITY,HIGH,"Explicit hacked-account problem."
125,30564,2182208,"@SpotifyCares Hey guys! How can my friend change the Facebook registered e-mail in my account? We've already updated his e-mail info in Facbook, but nothing seems to happen to spotify account?",ACCOUNT_LOGIN_SECURITY,HIGH,"Account email/linkage change is not working."
126,30655,2190734,"@SpotifyCares I think that's the version #. OS is windows 10, and a laptop https://t.co/5XejrX3YSk",GENERAL_OTHER,LOW,"Device/version information only; no issue stated."
127,26713,1973046,"@SpotifyCares Also discovered the song (https://t.co/JJVF0IXR2L) will begin at 1:12 or 1:13 when pressing the back button on the song, forward, or just letting it play next in queue, but not when pressing play on the song (if that helps any).",PLAYBACK_ISSUE,HIGH,"Song starts at the wrong timestamp during playback."
128,10706,873995,"A lot of good music came out today, but most of it was not featured in the @115888 new releases section... what’s with that",FEATURE_REQUEST,MEDIUM,"Complaint/request about how new releases are surfaced."
129,14122,1145862,"@SpotifyCares I did. There's a plethora of users having problems with you app in Windows 10 Phone. Check the comments. Thanks you.",APP_TECHNICAL_ISSUE,HIGH,"Windows app has technical problems."
130,659,64386,"@SpotifyCares hellow I need some help with this i cant connect with the facebook app https://t.co/gzAygdZrEV",ACCOUNT_LOGIN_SECURITY,HIGH,"Unable to connect Spotify with Facebook account."
131,1784,163727,"@SpotifyCares I signed up for a student account but I was charged $9.99",FAMILY_STUDENT_PLANS,HIGH,"Student plan was charged at the wrong/full price."
132,10585,866200,"@SpotifyCares iPhone 6s. Newest operating system. Newest version of Spotify.",GENERAL_OTHER,LOW,"Device/software information without a stated issue."
133,27958,2036355,"@117153 Good evening, folks changed my premium plan for family plan. My wife received an invitation but nothing happens.",FAMILY_STUDENT_PLANS,HIGH,"Family-plan invitation/activation problem."
134,37965,79419,"@SpotifyCares I’ve sent you a message and you’re not still responding",GENERAL_OTHER,HIGH,"Complaint about support response, not a product issue."
135,41559,2909837,"Why aren't my favorite Aaliyah songs on @115888 I'm mad 😠",MUSIC_CONTENT_AVAILABILITY,HIGH,"Specific songs are unavailable."
136,38612,2708590,"@spotifycares Please help. I'm being charged twice a month, but only have one account. How can I locate the second account that's charging to my visa? I've tried suggestions on your help page and am stumped.",PAYMENT_BILLING,HIGH,"Duplicate/unauthorized billing charge."
137,12146,981140,"@115888 bruh y'all removed Dreams and Gasoline by Rob Baird and the entire album of deadmau5's Get Scraped, what's the deal?",MUSIC_CONTENT_AVAILABILITY,HIGH,"Songs/albums were removed."
138,10113,836548,"@SpotifyCares Everything else is fine until this one ad comes up. Not sure if you’ll know it but it has pictures or photos being split up and spread out.",ADS_FREE_TIER,MEDIUM,"Complaint about a specific advertisement."
139,40792,2855910,"@115888 can u get ur shit together with my discover weekly. Thanks",GENERAL_OTHER,LOW,"Discover Weekly problem is too vague to classify."
140,16366,1302070,"@SpotifyCares most of the time i use the mobile version is when im not connected to the internet , so this is kinda of a big deal breaker for me.",DOWNLOAD_OFFLINE,HIGH,"Offline/mobile use is the key concern."
141,12102,979810,"@SpotifyCares I have already restarted and logged out and it didn't work. The android version is 7.1.1 and the app version is 8.4.22.857.",GENERAL_OTHER,LOW,"Troubleshooting details are given but the actual problem is missing."
142,33279,2317186,"@115888 I don't want to have to open Spotify all the way to see which song is playing and save to library",FEATURE_REQUEST,HIGH,"Requests easier song/library access in the UI."
143,17985,1476027,".@115888 Will there be a user based year in review this year?",FEATURE_REQUEST,HIGH,"Requests/asks about a Year in Review feature."
144,26752,1974252,"@SpotifyCares I have been trying to enter my new card details in the update payment details box for two days and it says the card doesn't work",PAYMENT_BILLING,HIGH,"Payment card update is failing."
145,36040,2526434,"@SpotifyCares iOS 11.1.1 Spotify 8.4.26.793",GENERAL_OTHER,LOW,"Version information only; no issue stated."
146,37648,2623507,"@115888 is there a setting to stop shoving @135616 down my throat?",FEATURE_REQUEST,HIGH,"Requests control over recommendations."
147,26339,1961287,"Hi @SpotifyCares My wife’s account appears to have stopped working. She can’t log in at all. Can you advise how we can check it’s active?",ACCOUNT_LOGIN_SECURITY,HIGH,"Cannot log in to the account."
148,8128,677097,"@SpotifyCares Hello Spotify ur new family plan is giving me a headache... so many issues with it.. would love to hear from you... cuz I just canceled it after being a diligent customer of 3 years and talking all my family into the service... we need to talk asap https://t.co/4vLDOZ53h5",FAMILY_STUDENT_PLANS,HIGH,"Multiple problems with Family plan."
149,15024,1214663,"@131098 waarom kan ik de premium for students aanbieding alleen maar via creditcard betalen? En niet Ideal?",FAMILY_STUDENT_PLANS,HIGH,"Student-plan payment eligibility/method issue."
150,21202,1754503,"Already incredibly pissed off with @116130 deleting my downloads yet again, 2 days in a row, will be cancelling if it keeps up. #spotify",DOWNLOAD_OFFLINE,HIGH,"Downloaded music is repeatedly deleted."
151,14224,1156870,"@115888 did you know people move. And need to change their address to share family access to premium? Why can't I do that online? KTHXBYE",FAMILY_STUDENT_PLANS,HIGH,"Family-plan address/location eligibility issue."
152,1839,166674,"Can @115888 fix the android app so that it doesn't pause other android apps if Spotify is changing song on a completely different device?",APP_TECHNICAL_ISSUE,HIGH,"Cross-device Android app behavior is malfunctioning."
153,27902,2035020,"@115888 cards not working... time for Pandora",PAYMENT_BILLING,HIGH,"Payment cards are not working."
154,25613,1929923,"@115888 @SpotifyCares @117168 Thank you for joining this announcement. Two words. Synchronized. Listening. Let's make it happen!!",FEATURE_REQUEST,HIGH,"Requests synchronized listening functionality."
155,4760,429676,"Hey @115888 it would be real cool if you could stop playing trailers for horror movies and giving me anxiety when I try to listen to music",ADS_FREE_TIER,HIGH,"Complaint about ads/trailers shown to the user."
156,7117,615420,"@115888 I paid my premium account, I had around 1,000 songs downloaded but it said I have reached the 10,000 limit. Why?",DOWNLOAD_OFFLINE,HIGH,"Downloaded/offline track limit issue."
157,22700,1816305,"@SpotifyCares but I still haven't received the new invitation to join the Family group again. What can I do? 2/2",FAMILY_STUDENT_PLANS,HIGH,"Family-group invitation problem."
